subject,course,topic_id,beat,issue_type,beat_text
archaeology,mesopotamia-cradle-of-civilization,t-the-standard-of-ur-war-and-peace,discovery,truncated,"...a story told in."
archaeology,mesopotamia-cradle-of-civilization,t-the-standard-of-ur-war-and-peace,punchline,truncated,"...Sumer understood the human condition 4,600."
archaeology,mesopotamia-cradle-of-civilization,t-hammurabi-s-code-the-first-written-laws,discovery,truncated,"...An Elamite king had stolen it from Babylon centuries."
archaeology,mesopotamia-cradle-of-civilization,t-nebuchadnezzar-s-babylon,buildup,truncated,"...the Ishtar Gate, a towering ziggurat."
archaeology,mesopotamia-cradle-of-civilization,t-nineveh-the-assyrian-war-machine,hook,truncated,"...flayed skin hung on."
archaeology,mesopotamia-cradle-of-civilization,t-nineveh-the-assyrian-war-machine,buildup,truncated,"...enclosed palaces, gardens."
archaeology,mesopotamia-cradle-of-civilization,t-nineveh-the-assyrian-war-machine,climax,truncated,"...the city was lost for 2,000."
archaeology,mesopotamia-cradle-of-civilization,t-nineveh-the-assyrian-war-machine,punchline,truncated,"...erased so completely it took."
archaeology,mesopotamia-cradle-of-civilization,t-the-hanging-gardens-of-babylon,hook,truncated,"...and Babylon's own records."
archaeology,mesopotamia-cradle-of-civilization,t-the-hanging-gardens-of-babylon,buildup,truncated,"...built by King Nebuchadnezzar for his homesick."
archaeology,mesopotamia-cradle-of-civilization,t-the-hanging-gardens-of-babylon,twist,truncated,"...built by the Assyrian king Sennacherib — not."
archaeology,mesopotamia-cradle-of-civilization,t-the-hanging-gardens-of-babylon,punchline,truncated,"...just 300 miles from."
archaeology,mesopotamia-cradle-of-civilization,t-the-ishtar-gate-babylon-s-blue-wonder,punchline,truncated,"...A hundred and twenty lions still guard."
archaeology,mesopotamia-cradle-of-civilization,t-the-library-of-ashurbanipal,hook,truncated,"...covering everything from medicine to."
archaeology,mesopotamia-cradle-of-civilization,t-astronomy-in-babylon,buildup,truncated,"...the longest continuous scientific."
archaeology,mesopotamia-cradle-of-civilization,t-cuneiform-the-first-writing-system,twist,truncated,"...Babylonians, Assyrians, Hittites."
archaeology,mesopotamia-cradle-of-civilization,t-cuneiform-the-first-writing-system,climax,truncated,"...fill in broken signs that humans struggle to."
archaeology,mesopotamia-cradle-of-civilization,t-sumerian-mathematics,buildup,truncated,"...practiced multiplication, division, square roots."
archaeology,mesopotamia-cradle-of-civilization,t-cylinder-seals-ancient-identity-badges,buildup,truncated,"...carved in mirror image on stones as small."
archaeology,mesopotamia-cradle-of-civilization,t-the-first-maps-and-land-surveys,twist,truncated,"...calculated with mathematical precision — accurate to modern."
archaeology,mesopotamia-cradle-of-civilization,t-the-first-maps-and-land-surveys,climax,truncated,"...how much tax you could collect and how many."
archaeology,mesopotamia-cradle-of-civilization,t-the-first-medical-texts,twist,truncated,"...Hammurabi's Code said if a surgeon killed a patient with a bronze knife."
archaeology,mesopotamia-cradle-of-civilization,t-the-flood-tablet-gilgamesh-and-the-bible,hook,truncated,"...the story was older than the Bible by."
archaeology,mesopotamia-cradle-of-civilization,t-the-flood-tablet-gilgamesh-and-the-bible,climax,truncated,"...funded Smith's trip to Nineveh to find the missing piece — and incredibly."
archaeology,mesopotamia-cradle-of-civilization,t-austen-henry-layard-and-the-discovery-of-nineveh,hook,truncated,"...found the palace of an Assyrian king — complete with winged."
archaeology,mesopotamia-cradle-of-civilization,t-austen-henry-layard-and-the-discovery-of-nineveh,twist,truncated,"...He tunneled through walls and discarded anything that was not."
archaeology,mesopotamia-cradle-of-civilization,t-digital-preservation-of-mesopotamia,twist,truncated,"...displayed in Trafalgar Square — a digital ghost of."
archaeology,mesopotamia-cradle-of-civilization,t-gertrude-bell-and-iraq-s-antiquities-law,discovery,truncated,"...ending the colonial practice of shipping."
archaeology,mesopotamia-cradle-of-civilization,t-iraq-s-archaeologists-rebuilding-heritage,discovery,truncated,"...sandbagging and quick burials had saved many."
archaeology,mesopotamia-cradle-of-civilization,t-iraq-s-archaeologists-rebuilding-heritage,twist,truncated,"...Decades of war have delayed research but not destroyed."
archaeology,mesopotamia-cradle-of-civilization,t-isis-and-the-destruction-of-nimrud,hook,truncated,"...released a video of militants smashing winged."
archaeology,mesopotamia-cradle-of-civilization,t-isis-and-the-destruction-of-nimrud,twist,truncated,"...ISIS secretly sold smaller portable artifacts on the black market to fund."
archaeology,mesopotamia-cradle-of-civilization,t-the-looting-of-the-iraq-museum,discovery,truncated,"...the famous Warka Vase — one of the oldest."
archaeology,mesopotamia-cradle-of-civilization,t-the-looting-of-the-iraq-museum,climax,truncated,"...The Warka Vase was returned wrapped in a blanket in the trunk of."
archaeology,prehistoric-archaeology,t-the-flores-hobbit-a-tiny-human,buildup,truncated,"...They had small brains but made stone tools and hunted pygmy."
archaeology,prehistoric-archaeology,t-bone-flutes-and-the-oldest-music,twist,truncated,"...human culture was already rich and."
archaeology,prehistoric-archaeology,t-domesticating-animals-wolves-to-dogs,twist,truncated,"...floppy ears appeared — the 'domestication."
archaeology,prehistoric-archaeology,t-the-first-villages-jericho,buildup,truncated,"...a massive stone tower dating to 8000 BCE — the oldest known."
archaeology,prehistoric-archaeology,t-the-first-villages-jericho,climax,truncated,"...complex ritual all appeared before pottery was."
archaeology,prehistoric-archaeology,t-the-invention-of-pottery,discovery,truncated,"...Pottery let people boil food for the first time — unlocking."
archaeology,prehistoric-archaeology,t-the-invention-of-pottery,twist,truncated,"...four separate inventions of the same."
archaeology,prehistoric-archaeology,t-the-spread-of-farming-across-europe,hook,truncated,"...the farmers came too — they did not just share."
archaeology,prehistoric-archaeology,t-newgrange-older-than-the-pyramids,climax,truncated,"...whose meaning remains unknown — Europe's oldest monumental."
archaeology,prehistoric-archaeology,t-newgrange-older-than-the-pyramids,punchline,truncated,"...farmers in Ireland built a solar clock more precise."
archaeology,prehistoric-archaeology,t-stonehenge-the-mystery-that-won-t-die,buildup,truncated,"...How they were transported remains one of archaeology's biggest."
archaeology,prehistoric-archaeology,t-stonehenge-the-mystery-that-won-t-die,discovery,truncated,"...sunset on the winter solstice — a deliberate solar."
archaeology,prehistoric-archaeology,t-the-orkney-islands-scotland-s-hidden-civilization,hook,truncated,"...revealed a 5,000-year-old village — complete with stone."
archaeology,prehistoric-archaeology,t-the-orkney-islands-scotland-s-hidden-civilization,discovery,truncated,"...a dresser facing the door — a standardized floor."
archaeology,roman-archaeology,t-roman-medicine-surgery-without-anesthesia,discovery,truncated,"...standardized wards with herb gardens for."
archaeology,roman-archaeology,t-roman-aqueducts-water-for-millions,twist,truncated,"...blamed lead poisoning for the empire's decline — but levels were."
archaeology,roman-archaeology,t-the-pantheon-engineering-perfection,climax,truncated,"...Pagan temples that were not reused were stripped for."
archaeology,roman-archaeology,t-roman-bridges-that-still-stand,punchline,truncated,"...A Roman engineer promised forever. Two thousand years later."
archaeology,roman-archaeology,t-the-villa-of-the-mysteries,twist,truncated,"...These frescoes prove the cult survived underground for."
archaeology,underwater-archaeology,t-the-san-jos-the-holy-grail-of-shipwrecks,twist,truncated,"...Colombia says it is in their waters. A U.S."
archaeology,underwater-archaeology,t-the-spanish-armada-wrecks,climax,truncated,"...a gold salamander pendant and a ruby ring — personal treasures of Spanish."
archaeology,underwater-archaeology,t-the-mary-rose-henry-viii-s-flagship,twist,truncated,"...DNA analysis of the crew revealed men from Africa and Southern Europe — Tudor England was."
archaeology,underwater-archaeology,t-viking-ships-from-the-seabed,buildup,truncated,"...was a burial vessel for two wealthy women, filled with carts, textiles."
archaeology,underwater-archaeology,t-dwarka-krishna-s-sunken-city,twist,truncated,"...they do prove a significant ancient port existed at the legendary."
archaeology,underwater-archaeology,t-the-estonian-europe-s-modern-tragedy,punchline,truncated,"...The truth may still be at the bottom of."
archaeology,underwater-archaeology,t-rovs-and-auvs-robots-in-the-deep,punchline,truncated,"...The hard part is having enough humans to."
archaeology,underwater-archaeology,t-scuba-and-the-birth-of-underwater-archaeology,buildup,truncated,"...which let divers breathe freely and work underwater for the first."
archaeology,underwater-archaeology,t-the-antikythera-shipwreck,discovery,truncated,"...a gear mechanism with over 30 bronze wheels — it predicted eclipses and planetary."
archaeology,underwater-archaeology,t-greek-triremes-warships-found,climax,truncated,"...Volunteer rowers proved it could reach nine knots — remarkably."
archaeology,underwater-archaeology,t-the-uluburun-shipwreck,punchline,truncated,"...The sea kept the evidence for 3,300."
archaeology,underwater-archaeology,t-pearl-harbor-underwater-memorial,twist,truncated,"The ship still holds an estimated 500,000 gallons of fuel oil."
archaeology,underwater-archaeology,t-conservation-saving-what-the-sea-gives-back,punchline,truncated,"...Keeping it intact after takes patience, chemistry."

Art & Design,architecture-through-the-ages,brunelleschi-s-dome-the-renaissance-begins,discovery,truncated,He used a double-shell design: two nested domes with a herringbone brick pattern that self-supported during.
Art & Design,architecture-through-the-ages,skyscrapers-the-race-upward,punchline,truncated,Skyscrapers needed two inventions: steel to build up and elevators to get.
Art & Design,architecture-through-the-ages,le-corbusier-s-five-points-of-modern-architecture,punchline,truncated,Le Corbusier wrote the rules of modern architecture.
Art & Design,architecture-through-the-ages,parametric-design-algorithms-build-the-future,punchline,truncated,Parametric design doesn’t replace the architect.
Art & Design,branding-and-visual-identity,brand-positioning-owning-a-space-in-the-mind,climax,truncated,The positioning statement formula: For [audience].
Art & Design,branding-and-visual-identity,brand-positioning-owning-a-space-in-the-mind,punchline,truncated,Positioning isn’t what you do to the product.
Art & Design,branding-and-visual-identity,brand-archetypes-12-personalities-of-brands,buildup,truncated,Carl Jung’s archetypes — universal personality patterns.
Art & Design,branding-and-visual-identity,brand-guidelines-the-rulebook-of-consistency,twist,truncated,Too rigid and the brand becomes lifeless.
Art & Design,branding-and-visual-identity,design-systems-components-at-scale,climax,truncated,"IBM’s Carbon, Shopify’s Polaris."
Art & Design,branding-and-visual-identity,design-systems-components-at-scale,punchline,truncated,A design system doesn’t constrain creativity.
Art & Design,branding-and-visual-identity,brand-voice-and-tone,twist,truncated,Visual identity and voice must align.
Art & Design,branding-and-visual-identity,brand-architecture-managing-multiple-brands,punchline,truncated,Brand architecture isn’t about design.
Art & Design,branding-and-visual-identity,personal-branding-you-are-a-brand,twist,truncated,Authenticity beats perfection.
Art & Design,fashion-design-history,christian-dior-s-new-look-post-war-glamour,punchline,truncated,The New Look wasn’t just about clothes.
Art & Design,fashion-design-history,the-roaring-twenties-flappers-and-freedom,buildup,truncated,"Post-WWI, women entered the workforce."
Art & Design,fashion-design-history,the-roaring-twenties-flappers-and-freedom,punchline,truncated,The flapper didn’t just shorten the skirt.
Art & Design,fashion-design-history,alexander-mcqueen-fashion-as-dark-art,punchline,truncated,McQueen didn’t make pretty clothes.
Art & Design,fashion-design-history,giorgio-armani-the-man-who-softened-power-dressing,discovery,truncated,He dressed Richard Gere in American Gigolo (1980).
Art & Design,fashion-design-history,hip-hop-fashion-from-the-streets-to-the-runway,hook,truncated,"Baggy jeans, gold chains, Timberland boots, and oversized jerseys."
Art & Design,fashion-design-history,hip-hop-fashion-from-the-streets-to-the-runway,twist,truncated,Luxury brands initially rejected hip-hop.
Art & Design,fashion-design-history,japanese-fashion-deconstructing-western-rules,hook,missing_closing_quote,Critics called it ‘Hiroshima chic. (missing closing quote)
Art & Design,fashion-design-history,japanese-fashion-deconstructing-western-rules,buildup,truncated,"...challenged Western fashion’s obsession with the body, color. (truncated list)"
Art & Design,fashion-design-history,japanese-fashion-deconstructing-western-rules,twist,truncated,Western fashion was about showing the body.
Art & Design,fashion-design-history,japanese-fashion-deconstructing-western-rules,punchline,truncated,Japanese fashion didn’t break Western rules.
Art & Design,fashion-design-history,punk-fashion-diy-rebellion-on-the-body,buildup,missing_closing_quote,punk said ‘destroy. (missing closing quote)
Art & Design,fashion-design-history,streetwear-how-skate-culture-became-luxury,discovery,truncated,"...built brands on authenticity, community. (truncated list)"
Art & Design,fashion-design-history,streetwear-how-skate-culture-became-luxury,climax,truncated,"Streetwear rewrote fashion’s business model: drop culture, resale markets."
Art & Design,fashion-design-history,fashion-as-political-protest,twist,truncated,Brands co-opt political fashion for profit.
Art & Design,graphic-design-principles,the-golden-ratio-in-design,punchline,truncated,The golden ratio doesn’t make design beautiful.
Art & Design,graphic-design-principles,the-grid-system-structure-behind-every-layout,punchline,truncated,The grid is invisible scaffolding.
Art & Design,graphic-design-principles,ethical-design-persuasion-vs-manipulation,punchline,truncated,Design that respects users doesn’t just feel right.
Art & Design,graphic-design-principles,saul-bass-the-man-who-designed-hollywood,hook,truncated,"The swirling spiral of Vertigo’s title sequence. The arm of The Man with the Golden Arm. (fragments, no main verb)"
Art & Design,photography-composition,history-of-photography-from-camera-obscura-to-digital,discovery,truncated,"Daguerreotype (1839), film rolls (1888), Polaroid (1948), digital sensors (1975). (fragment, no verb)"
Art & Design,photography-composition,history-of-photography-from-camera-obscura-to-digital,punchline,truncated,Photography went from 8-hour exposures to 8 billion photographers in under 200. (missing 'years')
Art & Design,psychology-of-design,figure-ground-what-s-the-subject,twist,truncated,Ambiguous figure-ground creates visual tension.
Art & Design,psychology-of-design,visual-hierarchy-controlling-what-people-see-first,punchline,truncated,Hierarchy isn’t about making things big.
Art & Design,psychology-of-design,anchoring-bias-the-first-number-wins,twist,truncated,Even random numbers anchor judgment.
Art & Design,psychology-of-design,anchoring-bias-the-first-number-wins,punchline,truncated,You don’t evaluate prices in a vacuum.
Art & Design,psychology-of-design,the-von-restorff-effect-standing-out-from-the-crowd,buildup,truncated,...are more likely to be noticed and. (sentence ends with 'and')
Art & Design,psychology-of-design,emotional-design-don-norman-s-three-levels,buildup,truncated,Visceral design: instant reaction (looks good). Behavioral: usability (works well). (missing third level: Reflective)
Art & Design,psychology-of-design,emotional-design-don-norman-s-three-levels,twist,truncated,You can compensate between levels. An ugly tool can succeed behaviorally.
Art & Design,psychology-of-design,the-aesthetic-usability-effect,discovery,truncated,A study compared two ATM interfaces. Same functionality. (missing study result)
Art & Design,psychology-of-design,nudge-theory-designing-default-choices,punchline,truncated,The default option isn’t neutral.
Art & Design,psychology-of-design,trust-signals-why-users-believe-you,punchline,grammatical_error,Trust isn’t declared. It’s demonstrated through a thousand small design. ('design' should be 'design decisions')
Art & Design,psychology-of-design,information-architecture-organizing-for-findability,hook,truncated,You can’t find the ‘billing’ page.
Art & Design,psychology-of-design,information-architecture-organizing-for-findability,climax,truncated,Wikipedia’s information architecture serves 6.7 million articles.
Art & Design,psychology-of-design,jakob-s-law-users-prefer-familiar-patterns,climax,truncated,Snapchat initially confused older users by ignoring conventions.
Art & Design,psychology-of-design,jakob-s-law-users-prefer-familiar-patterns,punchline,truncated,Don’t make users learn your interface.
Art & Design,psychology-of-design,the-peak-end-rule-how-experiences-are-remembered,discovery,truncated,The total duration barely matters.
Art & Design,psychology-of-design,the-peak-end-rule-how-experiences-are-remembered,climax,truncated,"Checkout success pages, thank-you emails. (fragment, no verb)"
Banking,banking-scandals,t-the-enron-bank-connection,climax,truncated,Enron was the fraud. Banks were the infrastructure. Without Wall Street’s creative accounting.
Banking,banking-scandals,t-student-loan-servicing-abuses,climax,truncated,Student loan servicing shows misaligned incentives. When servicers profit from borrower confusion.
Banking,central-banks-explained,t-managing-employment,twist,truncated,The Phillips Curve suggested a stable tradeoff. But in the 1970s.
Banking,central-banks-explained,t-forward-guidance,discovery,truncated,Expectations shape behavior. By telling markets what’s coming.
Banking,central-banks-explained,t-negative-interest-rates,discovery,truncated,The goal was to force banks to lend. If holding money costs money.
Banking,central-banks-explained,t-ai-in-central-banking,twist,truncated,AI models are only as good as their data. If the training data is biased.
Banking,digital-banking-revolution,t-can-neobanks-survive,buildup,truncated,Neobanks spend $100-300 to acquire each customer. With no-fee models.
Banking,digital-banking-revolution,t-chime-america-s-biggest-neobank,discovery,truncated,Chime’s revenue model flips traditional banking. Instead of charging users fees.
Banking,digital-banking-revolution,t-digital-bank-runs,twist,truncated,Bank regulators still operate at paper speed. By the time they respond to a digital bank run.
Banking,digital-banking-revolution,t-privacy-vs-convenience,twist,truncated,Cash is the only truly private payment. As cash usage drops below 20%.
Banking,digital-banking-revolution,t-ai-bankers,climax,truncated,AI handles routine banking perfectly. But banking’s most important moments.
Banking,famous-bank-failures,t-overend-gurney-victorian-bank-run,hook,truncated,"Overend Gurney was London’s biggest discount bank. On May 10, 1866."
Banking,famous-bank-failures,t-the-panic-of-1907,buildup,truncated,Trust companies had lent heavily to the speculators. When Knickerbocker Trust failed.
Banking,famous-bank-failures,t-the-asian-financial-crisis,hook,truncated,"In 1997, Thailand’s currency collapsed overnight. Within months."
Banking,famous-bank-failures,t-aig-the-insurance-company-that-almost-killed-banking,discovery,truncated,AIG needed $185 billion from the government. Without the bailout.
Banking,famous-bank-failures,t-who-pays-for-bank-failures,buildup,truncated,The FDIC fund is paid by bank premiums. When failures exceed the fund.
Banking,famous-bank-failures,t-who-pays-for-bank-failures,discovery,truncated,"In 2008, taxpayers funded $700 billion through TARP. In 2023."
Banking,history-of-banking,t-the-bank-of-england-is-born,twist,truncated,Other banks resented the monopoly. But during financial panics.
Banking,history-of-banking,t-mobile-banking-takes-over,discovery,truncated,2.5 billion people worldwide now use mobile banking. In Africa.
Banking,how-banks-make-money,t-small-business-lending-fees,climax,truncated,"Small business lending is high-margin, high-risk. Banks profit from fees and rates that reflect risk they’ve often."
Banking,how-banks-make-money,t-insurance-and-cross-selling,discovery,truncated,Cross-selling works because trust transfers. If you trust a bank with your savings.
Banking,how-payment-systems-work,t-biometric-payments,twist,truncated,Biometric data cannot be changed. If your palm print is stolen.
Banking,how-payment-systems-work,t-crypto-as-a-payment-system,twist,truncated,Volatility kills payment utility. If your coffee costs 0.0001 BTC today and 0.00015 tomorrow.
Banking,investment-banking-explained,t-commercial-vs-investment-banks,climax,truncated,Investment banking is finance for corporations. It moves billions between companies rather than thousands between.
Banking,investment-banking-explained,t-why-companies-need-investment-banks,hook,truncated,A company going public could sell shares itself. But without an investment bank.
Banking,investment-banking-explained,t-why-companies-need-investment-banks,buildup,truncated,"Investment banks bring three things: capital market access, industry expertise."
Banking,investment-banking-explained,t-leveraged-buyouts,twist,truncated,"If the company stumbles, the debt becomes crushing. Toys R Us collapsed under $5 billion in LBO debt despite $11."
Banking,investment-banking-explained,t-dark-pools,hook,truncated,Dark pools are private exchanges where large investors trade millions of shares without anyone seeing the order until.
Banking,investment-banking-explained,t-insider-trading-scandals,climax,truncated,Insider trading corrupts market fairness. When insiders profit from secrets.
Banking,investment-banking-explained,t-the-revolving-door,climax,truncated,The revolving door blurs regulator and regulated. When the same people write and follow the rules.
Banking,the-future-of-banking,t-account-aggregation,buildup,truncated,Account aggregators pull data from every financial institution and display your complete financial picture in a single.
Banking,the-future-of-banking,t-account-aggregation,twist,truncated,Aggregators know more about you than your own bank. This data is incredibly valuable for targeting financial product.
Banking,the-future-of-banking,t-the-unbanked-opportunity,twist,truncated,"India’s Aadhaar system gave 1.3 billion people digital IDs, enabling the Jan Dhan program to open 500 million bank."
Banking,the-future-of-banking,t-credit-scoring-with-machine-learning,buildup,truncated,FICO scores rely on credit card and loan history. People who pay rent and utilities on time but lack credit cards score.
Banking,the-future-of-banking,t-credit-scoring-with-machine-learning,discovery,truncated,"AI models analyze phone payment history, rent records, and education data to assess creditworthiness without."
